scientificName	year	month	day	decimalLatitude	decimalLongitude	url	kingdom	phylum	class	order	family	genus	vernacularName	country
Chilocorus renipustulatus	2015.0	7.0	20.0	52.4	6.65	https://observation.org/photos/10237941.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Netherlands
Subcoccinella vigintiquatuorpunctata	2016.0	8.0	10.0	51.95	5.75	https://observation.org/photos/11659115.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Subcoccinella	"['24-spot ladybird'#'sub-24'#'24-spotted lady beetle'#'european alfalfa beetle'#'twentyfour-spotted ladybeetle'#'alfalfa ladybug'#'alfalfa lady beetle'#'24-spotted ladybird beetle'#'twenty-four spotted lady beetle'#'s24']"	Netherlands
Subcoccinella vigintiquatuorpunctata	2019.0	6.0	18.0	52.7	6.25	https://observation.org/photos/21509963.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Subcoccinella	"['24-spot ladybird'#'sub-24'#'24-spotted lady beetle'#'european alfalfa beetle'#'twentyfour-spotted ladybeetle'#'alfalfa ladybug'#'alfalfa lady beetle'#'24-spotted ladybird beetle'#'twenty-four spotted lady beetle'#'s24']"	Netherlands
Hippodamia tredecimpunctata	2023.0	4.0	8.0	51.75	4.7	https://observation.org/photos/63983596.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	"['13-spot ladybird'#'13-spotted ladybird'#'thirteen-spotted lady beetle'#'h13'#'13-spotted ladybug'#'13-spotted lady beetle']"	Netherlands
Adalia bipunctata	2023.0	5.0	1.0	51.182808	6.931415	https://observation.org/photos/65290078.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['2-spot ladybird'#'two-spotted ladybird'#'two-spotted lady beetle'#'two-spotted ladybug'#'twospot lady beetle']"	Germany
Coccinella undecimpunctata	2019.0	4.0	18.0	53.15	4.85	https://observation.org/photos/20356928.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['11-spotted ladybird beetle'#'eleven-spotted lady beetle'#'eleven-spotted ladybird beetle'#'11-spotted lady beetle'#'11-spot ladybird beetle']"	Netherlands
Harmonia axyridis	2023.0	6.0	17.0	49.870162	8.884459	https://observation.org/photos/69387343.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	"['asian ladybug'#'asian lady beetle'#'asiatic ladybird'#'asian ladybird beetle'#'harlequin lady beetle'#'harlequin ladybird'#'pumpkin ladybeetle'#'many-named ladybird'#'japanese ladybug'#'ange ladybug'#'multicol'#'ed asian lady beetle'#'haxy']"	Germany
Subcoccinella vigintiquatuorpunctata	2022.0	7.0	14.0	52.75	6.3	https://observation.org/photos/84664464.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Subcoccinella	"['24-spot ladybird'#'sub-24'#'24-spotted lady beetle'#'european alfalfa beetle'#'twentyfour-spotted ladybeetle'#'alfalfa ladybug'#'alfalfa lady beetle'#'24-spotted ladybird beetle'#'twenty-four spotted lady beetle'#'s24']"	Netherlands
Psyllobora vigintiduopunctata	2024.0	7.0	24.0	53.1	7.05	https://observation.org/photos/99022510.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	"['22-spotted lady beetle'#'22-spot ladybird beetle'#'22-spotted ladybug'#'22-spot ladybird']"	Netherlands
Coccinella undecimpunctata	2010.0	5.0	16.0	52.45	6.45	https://observation.org/photos/1728369.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['11-spotted ladybird beetle'#'eleven-spotted lady beetle'#'eleven-spotted ladybird beetle'#'11-spotted lady beetle'#'11-spot ladybird beetle']"	Netherlands
Harmonia quadripunctata	2017.0	6.0	14.0	52.5	4.6	https://observation.org/photos/13901024.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	"['four-spot ladybird'#'four-spotted lady beetle'#'cream-streaked ladybird beetle'#'cream-streaked ladybird'#'fourspot lady beetle']"	Netherlands
Adalia decempunctata	2021.0	5.0	23.0	51.4	7.06	https://observation.org/photos/35918470.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Germany
Coccinella undecimpunctata	2020.0	10.0	16.0	53.05	4.85	https://observation.org/photos/31505641.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['11-spotted ladybird beetle'#'eleven-spotted lady beetle'#'eleven-spotted ladybird beetle'#'11-spotted lady beetle'#'11-spot ladybird beetle']"	Netherlands
Adalia bipunctata	2024.0	6.0	21.0	51.348125	6.642353	https://observation.org/photos/94743619.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['2-spot ladybird'#'two-spotted ladybird'#'two-spotted lady beetle'#'two-spotted ladybug'#'twospot lady beetle']"	Germany
Chilocorus renipustulatus	2022.0	3.0	23.0	51.85	4.35	https://observation.org/photos/47166126.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Netherlands
Adalia decempunctata	2018.0	6.0	10.0	51.9	5.9	https://observation.org/photos/17619868.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Netherlands
Adalia decempunctata	2015.0	10.0	2.0	51.15	5.9	https://observation.org/photos/9600982.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Netherlands
Adalia decempunctata	2019.0	5.0	16.0	50.9	5.8	https://observation.org/photos/20744712.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Netherlands
Harmonia quadripunctata	2023.0	8.0	19.0	51.335092	12.37594	https://observation.org/photos/75386479.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	"['four-spot ladybird'#'four-spotted lady beetle'#'cream-streaked ladybird beetle'#'cream-streaked ladybird'#'fourspot lady beetle']"	Germany
Coccinella undecimpunctata	2013.0	7.0	6.0	51.35	4.2	https://observation.org/photos/5062218.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['11-spotted ladybird beetle'#'eleven-spotted lady beetle'#'eleven-spotted ladybird beetle'#'11-spotted lady beetle'#'11-spot ladybird beetle']"	Belgium
Psyllobora vigintiduopunctata	2020.0	5.0	4.0	51.5	4.45	https://observation.org/photos/99343356.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	"['22-spotted lady beetle'#'22-spot ladybird beetle'#'22-spotted ladybug'#'22-spot ladybird']"	Netherlands
Chilocorus renipustulatus	2022.0	6.0	24.0	52.1	4.3	https://observation.org/photos/52796263.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Netherlands
Hippodamia tredecimpunctata	2016.0	8.0	6.0	51.4	5.5	https://observation.org/photos/11619378.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	"['13-spot ladybird'#'13-spotted ladybird'#'thirteen-spotted lady beetle'#'h13'#'13-spotted ladybug'#'13-spotted lady beetle']"	Netherlands
Psyllobora vigintiduopunctata	2019.0	7.0	14.0	51.7	5.8	https://observation.org/photos/22077330.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	"['22-spotted lady beetle'#'22-spot ladybird beetle'#'22-spotted ladybug'#'22-spot ladybird']"	Netherlands
Coccinella septempunctata	2024.0	9.0	7.0	50.72972	7.097806	https://observation.org/photos/104026977.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['c7'#'seven-spotted ladybug'#'7-spot ladybird'#'seven-spot ladybird beetle'#'seven-spotted lady beetle'#'seven-spotted ladybird beetle']"	Germany
Hippodamia variegata	2019.0	7.0	14.0	51.3	6.15	https://observation.org/photos/22069655.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	"['spotted amber lady beetle'#'adonis ladybird beetle'#'spotted amber ladybird beetle'#'variegated lady beetle']"	Netherlands
Adalia bipunctata	2024.0	5.0	7.0	53.2	6.55	https://observation.org/photos/90433309.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['2-spot ladybird'#'two-spotted ladybird'#'two-spotted lady beetle'#'two-spotted ladybug'#'twospot lady beetle']"	Netherlands
Harmonia quadripunctata	2023.0	5.0	10.0	51.75	5.85	https://observation.org/photos/65947698.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	"['four-spot ladybird'#'four-spotted lady beetle'#'cream-streaked ladybird beetle'#'cream-streaked ladybird'#'fourspot lady beetle']"	Netherlands
Adalia bipunctata	2023.0	5.0	28.0	47.42913	9.667508	https://observation.org/photos/67582841.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['2-spot ladybird'#'two-spotted ladybird'#'two-spotted lady beetle'#'two-spotted ladybug'#'twospot lady beetle']"	Austria
Chilocorus renipustulatus	2020.0	3.0	7.0	51.4	5.5	https://observation.org/photos/25094656.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Netherlands
Subcoccinella vigintiquatuorpunctata	2024.0	7.0	18.0	52.444226	13.433526	https://observation.org/photos/97885267.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Subcoccinella	"['24-spot ladybird'#'sub-24'#'24-spotted lady beetle'#'european alfalfa beetle'#'twentyfour-spotted ladybeetle'#'alfalfa ladybug'#'alfalfa lady beetle'#'24-spotted ladybird beetle'#'twenty-four spotted lady beetle'#'s24']"	Germany
Chilocorus renipustulatus	2023.0	10.0	16.0	52.0	4.65	https://observation.org/photos/79309970.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Netherlands
Hippodamia variegata	2018.0	8.0	1.0	51.85	6.05	https://observation.org/photos/17972443.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	"['spotted amber lady beetle'#'adonis ladybird beetle'#'spotted amber ladybird beetle'#'variegated lady beetle']"	Netherlands
Subcoccinella vigintiquatuorpunctata	2021.0	6.0	6.0	40.827019	-1.168951	https://observation.org/photos/101947523.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Subcoccinella	"['24-spot ladybird'#'sub-24'#'24-spotted lady beetle'#'european alfalfa beetle'#'twentyfour-spotted ladybeetle'#'alfalfa ladybug'#'alfalfa lady beetle'#'24-spotted ladybird beetle'#'twenty-four spotted lady beetle'#'s24']"	Spain
Adalia decempunctata	2016.0	5.0	3.0	52.45	6.15	https://observation.org/photos/10736042.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Netherlands
Hippodamia variegata	2018.0	9.0	7.0	51.4	5.5	https://observation.org/photos/18660580.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	"['spotted amber lady beetle'#'adonis ladybird beetle'#'spotted amber ladybird beetle'#'variegated lady beetle']"	Netherlands
Adalia decempunctata	2020.0	11.0	6.0	51.4	5.5	https://observation.org/photos/32136840.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Netherlands
Subcoccinella vigintiquatuorpunctata	2020.0	5.0	10.0	52.7	6.25	https://observation.org/photos/26569595.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Subcoccinella	"['24-spot ladybird'#'sub-24'#'24-spotted lady beetle'#'european alfalfa beetle'#'twentyfour-spotted ladybeetle'#'alfalfa ladybug'#'alfalfa lady beetle'#'24-spotted ladybird beetle'#'twenty-four spotted lady beetle'#'s24']"	Netherlands
Adalia decempunctata	2019.0	4.0	5.0	52.05	4.55	https://observation.org/photos/20089177.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Netherlands
Coccinella septempunctata	2024.0	4.0	7.0	52.9	5.05	https://observation.org/photos/86978353.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['c7'#'seven-spotted ladybug'#'7-spot ladybird'#'seven-spot ladybird beetle'#'seven-spotted lady beetle'#'seven-spotted ladybird beetle']"	Netherlands
Adalia decempunctata	2020.0	8.0	11.0	52.65	6.4	https://observation.org/photos/29883903.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Netherlands
Subcoccinella vigintiquatuorpunctata	2019.0	7.0	27.0	52.15	5.3	https://observation.org/photos/22345833.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Subcoccinella	"['24-spot ladybird'#'sub-24'#'24-spotted lady beetle'#'european alfalfa beetle'#'twentyfour-spotted ladybeetle'#'alfalfa ladybug'#'alfalfa lady beetle'#'24-spotted ladybird beetle'#'twenty-four spotted lady beetle'#'s24']"	Netherlands
Chilocorus renipustulatus	2017.0	7.0	19.0	42.044958	2.071609	https://observation.org/photos/101871752.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Spain
Chilocorus renipustulatus	2024.0	4.0	14.0	51.55	5.25	https://observation.org/photos/87874629.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Netherlands
Subcoccinella vigintiquatuorpunctata	2023.0	9.0	20.0	51.4	5.5	https://observation.org/photos/77728638.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Subcoccinella	"['24-spot ladybird'#'sub-24'#'24-spotted lady beetle'#'european alfalfa beetle'#'twentyfour-spotted ladybeetle'#'alfalfa ladybug'#'alfalfa lady beetle'#'24-spotted ladybird beetle'#'twenty-four spotted lady beetle'#'s24']"	Netherlands
Coccinella undecimpunctata	2016.0	8.0	26.0	51.4	3.7	https://observation.org/photos/11801689.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['11-spotted ladybird beetle'#'eleven-spotted lady beetle'#'eleven-spotted ladybird beetle'#'11-spotted lady beetle'#'11-spot ladybird beetle']"	Netherlands
Adalia bipunctata	2024.0	5.0	6.0	52.35	4.9	https://observation.org/photos/89508737.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['2-spot ladybird'#'two-spotted ladybird'#'two-spotted lady beetle'#'two-spotted ladybug'#'twospot lady beetle']"	Netherlands
Harmonia quadripunctata	2020.0	6.0	23.0	51.5	6.0	https://observation.org/photos/28155792.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	"['four-spot ladybird'#'four-spotted lady beetle'#'cream-streaked ladybird beetle'#'cream-streaked ladybird'#'fourspot lady beetle']"	Netherlands
Harmonia quadripunctata	2024.0	8.0	29.0	53.117143	9.857609	https://observation.org/photos/103226567.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	"['four-spot ladybird'#'four-spotted lady beetle'#'cream-streaked ladybird beetle'#'cream-streaked ladybird'#'fourspot lady beetle']"	Germany
Subcoccinella vigintiquatuorpunctata	2015.0	6.0	8.0	52.7	6.25	https://observation.org/photos/8709537.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Subcoccinella	"['24-spot ladybird'#'sub-24'#'24-spotted lady beetle'#'european alfalfa beetle'#'twentyfour-spotted ladybeetle'#'alfalfa ladybug'#'alfalfa lady beetle'#'24-spotted ladybird beetle'#'twenty-four spotted lady beetle'#'s24']"	Netherlands
Subcoccinella vigintiquatuorpunctata	2022.0	6.0	23.0	52.45	4.6	https://observation.org/photos/52743799.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Subcoccinella	"['24-spot ladybird'#'sub-24'#'24-spotted lady beetle'#'european alfalfa beetle'#'twentyfour-spotted ladybeetle'#'alfalfa ladybug'#'alfalfa lady beetle'#'24-spotted ladybird beetle'#'twenty-four spotted lady beetle'#'s24']"	Netherlands
Hippodamia tredecimpunctata	2020.0	1.0	25.0	51.4	5.5	https://observation.org/photos/24698492.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	"['13-spot ladybird'#'13-spotted ladybird'#'thirteen-spotted lady beetle'#'h13'#'13-spotted ladybug'#'13-spotted lady beetle']"	Netherlands
Hippodamia variegata	2020.0	8.0	7.0	51.75	5.95	https://observation.org/photos/29820790.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	"['spotted amber lady beetle'#'adonis ladybird beetle'#'spotted amber ladybird beetle'#'variegated lady beetle']"	Netherlands
Adalia decempunctata	2017.0	4.0	28.0	51.7	5.7	https://observation.org/photos/13315919.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Netherlands
Hippodamia tredecimpunctata	2018.0	8.0	23.0	53.0	7.05	https://observation.org/photos/18235146.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	"['13-spot ladybird'#'13-spotted ladybird'#'thirteen-spotted lady beetle'#'h13'#'13-spotted ladybug'#'13-spotted lady beetle']"	Netherlands
Chilocorus renipustulatus	2020.0	7.0	6.0	43.494165	-3.61546	https://observation.org/photos/28886053.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Spain
Chilocorus renipustulatus	2014.0	7.0	7.0	52.35	4.6	https://observation.org/photos/8983220.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Netherlands
Adalia decempunctata	2019.0	4.0	20.0	51.25	5.75	https://observation.org/photos/20299109.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Netherlands
Chilocorus renipustulatus	2024.0	4.0	12.0	52.25	6.2	https://observation.org/photos/87623103.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Netherlands
Adalia bipunctata	2024.0	8.0	6.0	52.35	4.65	https://observation.org/photos/100671815.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['2-spot ladybird'#'two-spotted ladybird'#'two-spotted lady beetle'#'two-spotted ladybug'#'twospot lady beetle']"	Netherlands
Harmonia quadripunctata	2020.0	8.0	14.0	51.25	5.6	https://observation.org/photos/29978253.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	"['four-spot ladybird'#'four-spotted lady beetle'#'cream-streaked ladybird beetle'#'cream-streaked ladybird'#'fourspot lady beetle']"	Netherlands
Chilocorus renipustulatus	2019.0	5.0	9.0	51.35	6.05	https://observation.org/photos/20679745.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Netherlands
Psyllobora vigintiduopunctata	2019.0	6.0	7.0	53.0	6.6	https://observation.org/photos/21225966.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	"['22-spotted lady beetle'#'22-spot ladybird beetle'#'22-spotted ladybug'#'22-spot ladybird']"	Netherlands
Harmonia quadripunctata	2021.0	1.0	14.0	50.85	5.75	https://observation.org/photos/32984144.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	"['four-spot ladybird'#'four-spotted lady beetle'#'cream-streaked ladybird beetle'#'cream-streaked ladybird'#'fourspot lady beetle']"	Netherlands
Harmonia axyridis	2023.0	6.0	8.0	53.085736	11.090656	https://observation.org/photos/68577635.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	"['asian ladybug'#'asian lady beetle'#'asiatic ladybird'#'asian ladybird beetle'#'harlequin lady beetle'#'harlequin ladybird'#'pumpkin ladybeetle'#'many-named ladybird'#'japanese ladybug'#'ange ladybug'#'multicol'#'ed asian lady beetle'#'haxy']"	Germany
Coccinella undecimpunctata	2016.0	4.0	5.0	51.1	6.1	https://observation.org/photos/10495703.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['11-spotted ladybird beetle'#'eleven-spotted lady beetle'#'eleven-spotted ladybird beetle'#'11-spotted lady beetle'#'11-spot ladybird beetle']"	Germany
Adalia decempunctata	2021.0	5.0	22.0	40.022915	-4.699622	https://observation.org/photos/101945148.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['ten-spotted lady beetle'#'10-spot ladybird'#'10-spotted lady beetle'#'ten-spotted ladybird beetle']"	Spain
Coccinella undecimpunctata	2022.0	6.0	1.0	51.8	4.75	https://observation.org/photos/50910207.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['11-spotted ladybird beetle'#'eleven-spotted lady beetle'#'eleven-spotted ladybird beetle'#'11-spotted lady beetle'#'11-spot ladybird beetle']"	Netherlands
Psyllobora vigintiduopunctata	2022.0	10.0	15.0	52.55	4.65	https://observation.org/photos/59492427.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	"['22-spotted lady beetle'#'22-spot ladybird beetle'#'22-spotted ladybug'#'22-spot ladybird']"	Netherlands
Chilocorus renipustulatus	2022.0	8.0	15.0	50.8	5.65	https://observation.org/photos/56694682.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	"['kidney-spot ladybird beetle'#'kidney-spot ladybird']"	Belgium
Psyllobora vigintiduopunctata	2013.0	6.0	8.0	51.1	6.0	https://observation.org/photos/4984182.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	"['22-spotted lady beetle'#'22-spot ladybird beetle'#'22-spotted ladybug'#'22-spot ladybird']"	Germany
Psyllobora vigintiduopunctata	2022.0	9.0	6.0	47.507764	10.280679	https://observation.org/photos/57741814.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	"['22-spotted lady beetle'#'22-spot ladybird beetle'#'22-spotted ladybug'#'22-spot ladybird']"	Germany
Adalia bipunctata	2009.0	7.0	3.0	40.394849	-1.468112	https://observation.org/photos/21714974.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	"['2-spot ladybird'#'two-spotted ladybird'#'two-spotted lady beetle'#'two-spotted ladybug'#'twospot lady beetle']"	Spain
Harmonia quadripunctata	2021.0	5.0	28.0	51.6	5.1	https://observation.org/photos/36148985.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	"['four-spot ladybird'#'four-spotted lady beetle'#'cream-streaked ladybird beetle'#'cream-streaked ladybird'#'fourspot lady beetle']"	Netherlands
Psyllobora vigintiduopunctata	2024.0	7.0	19.0	53.2	6.35	https://observation.org/photos/98084387.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	"['22-spotted lady beetle'#'22-spot ladybird beetle'#'22-spotted ladybug'#'22-spot ladybird']"	Netherlands
Psyllobora vigintiduopunctata	2016.0	10.0	1.0	51.15	6.05	https://observation.org/photos/12071301.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	"['22-spotted lady beetle'#'22-spot ladybird beetle'#'22-spotted ladybug'#'22-spot ladybird']"	Netherlands
Coccinella undecimpunctata	2015.0	10.0	6.0	51.5	3.65	https://observation.org/photos/9629433.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['11-spotted ladybird beetle'#'eleven-spotted lady beetle'#'eleven-spotted ladybird beetle'#'11-spotted lady beetle'#'11-spot ladybird beetle']"	Netherlands
Coccinella septempunctata	2021.0	6.0	4.0	51.95	4.1	https://observation.org/photos/36602142.jpg	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	"['c7'#'seven-spotted ladybug'#'7-spot ladybird'#'seven-spot ladybird beetle'#'seven-spotted lady beetle'#'seven-spotted ladybird beetle']"	Netherlands
Cepaea nemoralis	2024.0	4.0	28.0	53.2	6.6	https://observation.org/photos/88709584.jpg	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cepaea	"['grove snail'#'brown-lipped snail'#'grovesnail'#'banded wood snail']"	Netherlands
Monacha cantiana	2018.0	6.0	7.0	52.1	4.3	https://observation.org/photos/17162418.jpg	Animalia	Mollusca	Gastropoda	Stylommatophora	Hygromiidae	Monacha	['kentish snail']	Netherlands
Arianta arbustorum	2023.0	4.0	27.0	47.781418	13.032184	https://observation.org/photos/64944717.jpg	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Arianta	"['plantation arianta'#'copse snail']"	Austria
Hygromia cinctella	2024.0	4.0	8.0	51.9	4.55	https://observation.org/photos/87119869.jpg	Animalia	Mollusca	Gastropoda	Stylommatophora	Hygromiidae	Hygromia	['girdled snail']	Netherlands
Xerotricha conspurcata	2012.0	5.0	20.0	41.408488	2.142367	https://observation.org/photos/102220151.jpg	Animalia	Mollusca	Gastropoda	Stylommatophora	Geomitridae	Xerotricha	['european snail']	Spain
Lissachatina fulica	2024.0	4.0	26.0	7.007564	100.504167	https://inaturalist-open-data.s3.amazonaws.com/photos/370368748/original.jpg	Animalia	Mollusca	Gastropoda	Stylommatophora	Achatinidae	Lissachatina	"['giant african land snail'#'giant east african snail'#'african giant snail']"	Thailand
Arianta arbustorum	2024.0	7.0	17.0	52.5	4.6	https://observation.org/photos/97709693.jpg	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Arianta	"['plantation arianta'#'copse snail']"	Netherlands
Cepaea nemoralis	2024.0	5.0	25.0	52.0	5.95	https://observation.org/photos/91597648.jpg	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cepaea	"['grove snail'#'brown-lipped snail'#'grovesnail'#'banded wood snail']"	Netherlands
Eobania vermiculata	2024.0	2.0	11.0	42.551766	-1.707402	https://observation.org/photos/84421764.jpg	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Eobania	"['chocolate-band snail'#'vermiculate snail'#'chocolate banded snail'#'vermiculate helix']"	Spain
